Prabhag,Sambhag,Bhag,Anchal,Sankul,Sanch Code,Sanch,Current,Reopen,Total,Support by,A/c Type,Remarks
P9,Dakshin Telangana,Palamoor ,Nagarkurnool,Achampeta,BHTS0122,Achampet,14,16,30,,,
P9,Dakshin Telangana,Palamoor ,Nagarkurnool,Achampeta,BHTS0123,Telakapally,15,15,30,,,
P9,Dakshin Telangana,Palamoor ,Nagarkurnool,Achampeta,BHTS0124,Kollapur,21,9,30,,,
P9,Dakshin Telangana,Palamoor ,Nagarkurnool,Achampeta,BHTS0114,Kalwakurthi,19,11,30,,,
P9,Dakshin Telangana,Palamoor ,Jogulambha Gadwal,Gadwal,BHTS0131,Ieeza,27,3,30,,,
P9,Dakshin Telangana,Palamoor ,Jogulambha Gadwal,Gadwal,BHTS0132,Maanopad,22,8,30,,,
P9,Dakshin Telangana,Palamoor ,Jogulambha Gadwal,Gadwal,BHTS0133,Gadwal,17,13,30,,,
P9,Dakshin Telangana,Palamoor ,Jogulambha Gadwal,Gadwal,BHTS0134,Alampur,20,10,30,,,
P9,Dakshin Telangana,Palamoor ,Palamoor,Palamoor,BHTS0111,Navapet,20,10,30,,,
P9,Dakshin Telangana,Palamoor ,Palamoor,Palamoor,,Hanwada ,20,0,30,,,
P9,Dakshin Telangana,Palamoor ,Palamoor,Palamoor,BHTS0113,Jadecharla ,17,13,30,,,
P9,Dakshin Telangana,Palamoor ,Palamoor,Palamoor,,Addakula,0,0,30,,,
P9,Dakshin Telangana,Palamoor ,Narayanpeta,Narayanapeta,,Madduru,10,0,30,,,
P9,Dakshin Telangana,Palamoor ,Narayanpeta,Narayanapeta,,Naryanapet,0,0,30,,,
P9,Dakshin Telangana,Palamoor ,Narayanpeta,Narayanapeta,,Makthal,0,0,30,,,
P9,Dakshin Telangana,Palamoor ,Narayanpeta,Narayanapeta,,Marikal,0,0,30,,,
P9,Dakshin Telangana,Palamoor ,Nalgonda ,Devarakonda,BHTS0711,Chandampeta,16,14,30,,,
P9,Dakshin Telangana,Palamoor ,Nalgonda ,Devarakonda,BHTS0712,Devarkonda,13,17,30,,,
P9,Dakshin Telangana,Palamoor ,Nalgonda ,Devarakonda,BHTS0713,PA Pally,16,14,30,,,
P9,Dakshin Telangana,Palamoor ,Nalgonda ,Devarakonda,BHTS0714,Haliya ,18,12,30,,,
P9,Dakshin Telangana,Vikarabad,Rangareddy,Palamoor,,Kondurgu,21,9,30,,,
P9,Dakshin Telangana,Vikarabad,Rangareddy,Palamoor,,Shabad ,0,0,30,,,
P9,Dakshin Telangana,Vikarabad,Rangareddy,Palamoor,,Keshampet,0,0,30,,,
P9,Dakshin Telangana,Vikarabad,Rangareddy,Palamoor,,Maheswaram ,0,0,30,,,
P9,Dakshin Telangana,Vikarabad,Vikarabad,Parigi,BHTS0923,Kulakcharla ,20,10,30,,,
P9,Dakshin Telangana,Vikarabad,Vikarabad,Parigi,BHTS0921,Parigi,18,12,30,,,
P9,Dakshin Telangana,Vikarabad,Vikarabad,Tandur,BHTS0913,Yelal,17,13,30,,,
P9,Dakshin Telangana,Vikarabad,Vikarabad,Tandur,BHTS0912,Bhasirabad ,6,24,30,,,
P9,Dakshin Telangana,Vikarabad,Vikarabad,Parigi,BHTS0922,Kodangal,18,12,30,,,
P9,Dakshin Telangana,Vikarabad,Vikarabad,Tandur,BHTS0911,Marpally,13,17,30,,,
P9,Dakshin Telangana,Vikarabad,Medak,Zahirabad,BHTS0214,Peddashankarampet,8,22,30,,,
P9,Dakshin Telangana,Vikarabad,Medak,Andhole,BHTS0222,Alladurgam,13,17,30,,,
P9,Dakshin Telangana,Vikarabad,Medak,Andhole,BHTS0224,Narsapur,9,21,30,,,
P9,Dakshin Telangana,Vikarabad,Medak,,,Shivampet,0,0,30,,,
P9,Dakshin Telangana,Vikarabad,Sangareddy,Zahirabad,BHTS0211,Raikode,9,21,30,,,
P9,Dakshin Telangana,Vikarabad,Sangareddy,Zahirabad,BHTS0213,Sadashivpet,11,19,30,,,
P9,Dakshin Telangana,Vikarabad,Sangareddy,Andhole,BHTS0221,Andhol,12,18,30,,,
P9,Dakshin Telangana,Vikarabad,Sangareddy,Andhole,BHTS0223,Narayankhed,12,18,30,,,
P-10,Karnataka,Basavakalyan ,Kalaburgi,Sedam,BHKN0531,Mudhol,16,14,30,,,Anchal Name Change
P-10,Karnataka,Basavakalyan ,Kalaburgi,Sedam,BHKN0532,Nidagunda,18,12,30,,,Anchal Name Change
P-10,Karnataka,Basavakalyan ,Kalaburgi,Kalaburgi,BHKN0541,Jewaragi,24,6,30,,,Anchal Name Change
P-10,Karnataka,Basavakalyan ,Kalaburgi,Kalaburgi,BHKN0542,Kalgi,12,18,30,,,Anchal Name Change
P-10,Karnataka,Basavakalyan ,Kalaburgi,Sedam,BHKN0533,Chitapur,0,0,30,,,New Visthar
P-10,Karnataka,Basavakalyan ,Kalaburgi,Kalaburgi,BHKN0543,Shabhad,0,0,30,,,New Visthar
P-10,Karnataka,Kishikinda ,Bagalkote ,Badami,BHKN1011,Kerur,11,19,30,,,
P-10,Karnataka,Kishikinda ,Bagalkote ,Badami,BHKN1012,Rampur,9,21,30,,, 
P-10,Karnataka,Kishikinda ,Bagalkote ,Badami,BHKN1013,Ameengad,16,14,30,,, 
P-10,Karnataka,Kishikinda ,Bagalkote ,Badami,BHKN1014,Guledagudda,14,16,30,,, 
P-10,Karnataka,Kishikinda ,Bagalkote ,Bagalkot,,Elakal,0,0,30,,,New Visthar
P-10,Karnataka,Kishikinda ,Bagalkote ,Bagalkot,BHKN1021,Rona,16,14,30,,,
P-10,Karnataka,Kishikinda ,Bagalkote ,Bagalkote ,BHKN1023,Biligi,0,0,30,,,New Visthar
P-10,Karnataka,Kishikinda ,Koppal,Koppal,BHKN0112,Kustagi,13,17,30,,,Anchal Name Change
P-10,Karnataka,Kishikinda ,Koppal,Koppal,BHKN0113,Yelburga,13,17,30,,,Anchal Name Change
P-10,Karnataka,Kishikinda ,Koppal,Koppal,BHKN0114,Gajendragada,12,18,30,,,Anchal Name Change
P-10,Karnataka,Kishikinda ,Koppal,Kanakagiri,BHKN0121,Ginigera,17,13,30,,,Anchal Name Change
P-10,Karnataka,Kishikinda ,Koppal,Kanakagiri,BHKN0122,Kanakagiri,9,21,30,,,Anchal Name Change
P-10,Karnataka,Kishikinda ,Koppal,Kanakagiri,BHKN0123,Tavargera,14,16,30,,,Anchal Name Change
P-10,Karnataka,Kishikinda ,Koppal,Kanakagiri,BHKN0124,Alavandi,30,0,30,,,Alvandi + Mundaragi two sanch merged
P-10,Karnataka,Kishikinda ,Koppal,Koppal,BHKN0116,Hagaribommanahalli,0,0,30,,,New Visthar
P-10,Karnataka,Kishikinda ,Ballery,Ballery,BHKN1201,Sandur,0,0,30,,,New Visthar
P-10,Karnataka,Kishikinda ,Ballery,Ballery,BHKN1202,Siraguppi,0,0,30,,,New Visthar
P-10,Karnataka,Kishikinda ,Ballery,Ballery,BHKN1203,Harapanahalli,0,0,30,,,New Visthar
P-10,Karnataka,Kishikinda ,Gadag,Gadag,BHKN1301,Naragunda,0,0,30,,,New Visthar
P-10,Karnataka,Kishikinda ,Gadag,Gadag,BHKN1302,Sirahatti,0,0,30,,,New Visthar
P-10,Karnataka,Kishikinda ,Gadag,Gadag,BHKN1303,Mundargi,0,0,30,,,New Visthar
P-10,Karnataka,Basavakalyan ,Bidar,Bidar,BHKN0411,Aurad,17,13,30,,,Kamalnagar+Aurad two sanch merged
P-10,Karnataka,Basavakalyan ,Bidar,Bidar,BHKN0412,Kamtana,10,20,30,,,
P-10,Karnataka,Basavakalyan ,Bidar,Bidar,BHKN0414,Mannaekilli,13,17,30,,,
P-10,Karnataka,Basavakalyan ,Bidar,Bidar,BHKN0415,Chitaguppa,0,30,30,,,Closure Samithi Approval not received
P-10,Karnataka,Basavakalyan ,Bidar,Bhalki,BHKN0422,Dadagi,12,18,30,,,
P-10,Karnataka,Basavakalyan ,Bidar,Bhalki,BHKN0423,Bhathambra,16,14,30,,,
P-10,Karnataka,Basavakalyan ,Bidar,Basavakalyan,BHKN0431,Basavakalyan,13,17,30,,,
P-10,Karnataka,Basavakalyan ,Bidar,Basavakalyan,BHKN0432,Hulsoor,0,30,30,,,Closure Samithi Approval not received
P-10,Karnataka,Basavakalyan ,Yadagiri,Yadagiri,BHKN1401,Gurumitakal,0,0,30,,,New Visthar
P-10,Karnataka,Basavakalyan ,Yadagiri,Yadagiri,BHKN1402,Shapur,0,0,30,,,New Visthar
P-10,Karnataka,Basavakalyan ,Yadagiri,Yadagiri,BHKN1403,Yadagiri,0,0,30,,,New Visthar
P-10,Karnataka,Basavakalyan ,Vijaypura,Vijaypura,BHKN1501,Muddebihal,0,0,30,,,New Visthar
P-10,Karnataka,Basavakalyan ,Vijaypura,Vijaypura,BHKN1502,Devarahipparagi,0,0,30,,,New Visthar
P-10,Karnataka,Basavakalyan ,Vijaypura,Vijaypura,BHKN1503,Basavanbhagevdi,0,0,30,,,New Visthar
P-10,Karnataka,Chamundeshwari,Mysore,H.D.Kote,BHKN0212,Sargur,30,0,30,,,Antharasanthe merged with Sargur Sanch
P-10,Karnataka,Chamundeshwari,Mysore,H.D.Kote,BHKN0213,Annur,30,0,30,,,Hommaragalli merged with Annur Sanch
P-10,Karnataka,Chamundeshwari,Mysore,Hunsur,BHKN0221,Gaddige,7,23,30,,,
P-10,Karnataka,Chamundeshwari,Mysore,Hunsur,BHKN0222,Hanagodu,15,15,30,,,
P-10,Karnataka,Chamundeshwari,Mysore,Hunsur,BHKN0223,Bilikere,16,14,30,,,
P-10,Karnataka,Chamundeshwari,Mysore,Hunsur,BHKN0224,Gavadagere,11,19,30,,,
P-10,Karnataka,Chamundeshwari,Mysore,Priyapattna,BHKN0231,Panchavalli,10,20,30,,,
P-10,Karnataka,Chamundeshwari,Mysore,Priyapattna,BHKN0232,Ravanduru,11,19,30,,,
P-10,Karnataka,Chamundeshwari,Mysore,Priyapattna,BHKN0235,Bettadapura,30,0,30,,,Bettadapura+Chunchanakatte merged
P10,Karnataka,Chamundeshwari,Chamarajanagar,Kollegala,BHKN0712,Ramapura,21,9,30,,,
P10,Karnataka,Chamundeshwari,Chamarajanagar,Kollegala,BHKN0713,Odeyarapalya,15,15,30,,,
P10,Karnataka,Chamundeshwari,Chamarajanagar,Yelandur,BHKN0721,Yalandur,15,15,30,,,
P10,Karnataka,Chamundeshwari,Chamarajanagar,Yelandur,BHKN0722,Santemarahalli,14,16,30,,,Santemarahalli+Muguru 14+12+4=30
P10,Karnataka,Chamundeshwari,Chamarajanagar,Yelandur,BHKN0731,Muguru,12,18,30,,,Sanch Marge
P10,Karnataka,Chamundeshwari,Chamarajanagar,Terakanambi,BHKN0732,Terakanambi,13,17,30,,,Terakanambi+Udigal 13+4+13=30
P10,Karnataka,Chamundeshwari,Chamarajanagar,Terakanambi,BHKN0733,Udigala,4,26,30,,,Sanch Marge
P10,Karnataka,Chamundeshwari,Chamarajanagar,Terakanambi,BHKN0734,Harve,16,14,30,,,
P10,Karnataka,Chamundeshwari,Chamarajanagar,Thalavadi,BHKN0741,Thalavadi,15,15,30,,, 
P10,Karnataka,Chamundeshwari,Chamarajanagar,Thalavadi,BHKN0742,Thiginarai,14,16,30,,,
P10,Karnataka,Chamundeshwari,Chamarajanagar,Thalavadi,BHKN0743,Kabballi,18,12,30,,,
P-10,Karnataka,Chamundeshwari,Mandya,Mandya,BHKN1601,Malavalli,0,0,30,,,New Visthar
P-10,Karnataka,Chamundeshwari,Mandya,Mandya,BHKN1602,Pandavpura,0,0,30,,,New Visthar
P-10,Karnataka,Chamundeshwari,Mandya,Mandya,BHKN1603,Madduru,0,0,30,,,New Visthar
P-10,Karnataka,Chamundeshwari,Kodagu,Kodagu,BHKN1701,Madakeri,0,0,30,,,New Visthar
P-10,Karnataka,Chamundeshwari,Kodagu,Kodagu,BHKN1702,Veerajphete,0,0,30,,,New Visthar
P-10,Karnataka,Chamundeshwari,Kodagu,Kodagu,BHKN1703,Kushalnagar,0,0,30,,,New Visthar
P10,Karnataka,Sharada,Chikamagaluru,Kadur,BHKN0812,Singattagere,30,0,30,,,Yagati+Singatagere Sanch merge
P10,Karnataka,Sharada,Chikamagaluru,Kadur,BHKN0813,Sakarayapattana,30,0,30,,,Kasaba+Sakarayapatana Sanch merge
P10,Karnataka,Sharada,Chikamagaluru,Kadur,BHKN0814,Panchanahalli,11,19,30,,,
P10,Karnataka,Sharada,Chikamagaluru,Tarikere,BHKN0826,Belaguru,11,19,30,,,
P10,Karnataka,Sharada,Chikamagaluru,Ramanathapura,BHKN0831,Ramanathapura,13,17,30,,,
P10,Karnataka,Sharada,Chikamagaluru,Ramanathapura,BHKN0832,Konanuru,16,14,30,,,
P-10,Karnataka,Sharada,Chitradurag,Chitradurag,BHKN1801,Hariyuru,0,0,30,,,New Visthar
P-10,Karnataka,Sharada,Chitradurag,Chitradurag,BHKN1802,Hosadurga,0,0,30,,,New Visthar
P-10,Karnataka,Sharada,Chitradurag,Chitradurag,BHKN1803,Challakere,0,0,30,,,New Visthar
P-10,Karnataka,Sharada,Davangere,Davangere,BHKN1901,Hannugere,0,0,30,,,New Visthar
P-10,Karnataka,Sharada,Davangere,Davangere,BHKN1902,Harappanahalli,0,0,30,,,New Visthar
P-10,Karnataka,Sharada,Davangere,Davangere,BHKN1903,Channagiri,0,0,30,,,New Visthar
P10,North Tamilnadu,Pallavanadu (Chennai),Salem,Yercaud,BHTN0511,Chengadu,12,18,30,,,
P10,North Tamilnadu,Pallavanadu (Chennai),Salem,Yercaud,BHTN0512,Manjakuttai,0,30,30,,,
P10,North Tamilnadu,Pallavanadu (Chennai),Salem,Kalvarayanmalai,BHTN0531,Karuman Dhurai,14,16,30,,,
P10,North Tamilnadu,Pallavanadu (Chennai),Salem,Kalvarayanmalai,BHTN0532,Vellimalai,8,22,30,,,
P10,North Tamilnadu,Pallavanadu (Chennai),Salem,Kalvarayanmalai,BHTN0533,Kariyakoil,0,0,30,,,New Visthar
P10,North Tamilnadu,Pallavanadu (Chennai),Dharmapuri,Harur,BHTN1311,Harur,18,12,30,,,
P10,North Tamilnadu,Pallavanadu (Chennai),Dharmapuri,Harur,BHTN1312,Sitheri,14,16,30,,,
P10,North Tamilnadu,Pallavanadu (Chennai),Dharmapuri,Harur,BHTN1313,Pappireddipatti,16,14,30,,,
P10,North Tamilnadu,Pallavanadu (Chennai),Dharmapuri,Harur,BHTN1314,Morappur,0,0,30,,,New Visthar
P10,North Tamilnadu,Pallavanadu (Chennai),Kancheepuram ,Maduranthagam,BHTN1911,Maduranthagam,0,0,30,,,New Visthar
P10,North Tamilnadu,Pallavanadu (Chennai),Kancheepuram ,Maduranthagam,BHTN1912,Uthiramerur,0,0,30,,,New Visthar
P10,North Tamilnadu,Pallavanadu (Chennai),Kancheepuram ,Maduranthagam,BHTN1913,Chithamur,0,0,30,,,New Visthar
P10,North Tamilnadu,Pallavanadu (Chennai),Kancheepuram ,Maduranthagam,BHTN1914,Thirukalukundram,0,0,30,,,New Visthar
P10,North Tamilnadu,Pallavanadu (Chennai),Thiruvannamalai ,Chengam,BHTN2011,Cheyyar,0,0,30,,,New Visthar
P10,North Tamilnadu,Pallavanadu (Chennai),Thiruvannamalai ,Chengam,BHTN2012,Chengam,0,0,30,,,New Visthar
P10,North Tamilnadu,Pallavanadu (Chennai),Thiruvannamalai ,Chengam,BHTN2013,Jawadhuhills,0,0,30,,,New Visthar
P10,North Tamilnadu,Pallavanadu (Chennai),Thiruvannamalai ,Chengam,BHTN2014,Kalasapakkam,0,0,30,,,New Visthar
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Cuddalore,Viruddhachalam,BHTN1211,Kammapuram,0,30,30,,,
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Cuddalore,Panruti,BHTN1221,Panruti,9,21,30,,,
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Cuddalore,Panruti,BHTN1222,Annagramam,20,10,30,,,
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Cuddalore,Panruti,BHTN1223,Kurinjipadi,9,21,30,,,
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Cuddalore,Panruti,BHTN1224,Parangippettai,0,0,30,,,New Visthar
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Mayiladuthurai,Sirkali,BHTN1111,Kollidam,10,20,30,,,
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Mayiladuthurai,Sirkali,BHTN1112,Sirkali,0,0,30,,,New Visthar
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Mayiladuthurai,Sirkali,BHTN1113,Sembanarkoil,0,0,30,,,New Visthar
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Mayiladuthurai,Sirkali,BHTN1114,Kuthalam,0,0,30,,,New Visthar
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Thanjavur,Kumbakonam,BHTN1411,Panthanallur,9,21,30,,,
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Thanjavur,Kumbakonam,BHTN1412,Thiruppananthal,8,22,30,,,
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Thanjavur,Kumbakonam,BHTN1413,Nachiyar Koil,6,24,30,,,
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Thanjavur,Kumbakonam,BHTN1414,Thiruvaiyaru,0,0,30,,,New Visthar
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Thiruvarur ,Kudavasal,BHTN1511,Kudavasal,5,25,30,,,
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Thiruvarur ,Kudavasal,BHTN1512,Nannilam,0,0,30,,,New Visthar
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Thiruvarur ,Kudavasal,BHTN1513,Valangaiman,0,0,30,,,New Visthar
P10,North Tamilnadu,Chozhanadu (Kumbakonam),Thiruvarur ,Kudavasal,BHTN1514,Needamangalam,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Ramanathapuram,Rameswaram,BHTN0312,Uchippuli,3,27,30,,,
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Ramanathapuram,Paramakudi,BHTN0331,Nainarkovil,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Ramanathapuram,Devipattinam,BHTN0322,Thirupullani,6,24,30,,,
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Ramanathapuram,Devipattinam,BHTN0323,R.S. Mangalam,13,17,30,,,
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Ramanathapuram,Devipattinam,BHTN0324,Thiruvadanai,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Thirunelveli,Thirunelveli,BHTN0711,Cherakulam,13,17,30,,,
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Thirunelveli,Thirunelveli,BHTN0713,Moolaikaraipatti,6,24,30,,,
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Thirunelveli,Thirunelveli,BHTN0712,Srivaikundam,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Thirunelveli,Thirunelveli,BHTN0714,Kalakadu,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Tenkasi,Tenkasi,BHTN1611,Kadaiyam,6,24,30,,,
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Tenkasi,Tenkasi,BHTN1612,Keelapavoor,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Tenkasi,Tenkasi,BHTN1613,Shencottai,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Tenkasi,Tenkasi,BHTN1614,Alangulam,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Theni ,Theni ,BHTN1711,Andipatti,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Theni ,Theni ,BHTN1712,Chinnamanur,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Theni ,Theni ,BHTN1713,Myladumparai,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Theni ,Theni ,BHTN1714,Uthamapalayam,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Kanniyakumari ,Nagercoil,BHTN1811,Tiruvattar,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Kanniyakumari ,Nagercoil,BHTN1812,Thovalai,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Kanniyakumari ,Nagercoil,BHTN1813,Agasteeswaram,0,0,30,,,New Visthar
P10,South Tamilnadu,Pandiyanadu ( Madurai ),Kanniyakumari ,Nagercoil,BHTN1814,Melpuram,0,0,30,,,New Visthar
P10,South Tamilnadu,Cheranadu (Coimbatore ),Dindigul,Kodaikanal,BHTN0212,Thandikudi,11,19,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Dindigul,Kodaikanal,BHTN0213,Patchalur,9,21,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Dindigul,Palani,BHTN0234,Dharumathupatti,6,24,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Dindigul,Palani,BHTN0235,Oddanchatram,0,0,30,,,New Visthar
P10,South Tamilnadu,Cheranadu (Coimbatore ),Ooty,Ooty,BHTN0631,Gudalur,13,17,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Ooty,Ooty,BHTN0633,Kothagiri,0,30,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Ooty,Ooty,BHTN0634,Pandalur,16,14,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Ooty,Ooty,BHTN0636,Manjur,12,18,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Namakkal,Kollihills,BHTN1011,Arappileshwarar Kovil,24,6,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Namakkal,Kollihills,BHTN1012,Sengarai,17,13,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Namakkal,Kollihills,BHTN1013,Semmedu,26,4,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Namakkal,Kollihills,BHTN1014,Nathukuzhipatti,12,18,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Namakkal,Rasipuram,BHTN1021,Karamankadu,14,16,30,,,
P10,South Tamilnadu,Cheranadu (Coimbatore ),Namakkal,Rasipuram,BHTN1022,Mullukurichi,0,0,30,,,New Visthar
P10,South Tamilnadu,Cheranadu (Coimbatore ),Namakkal,Rasipuram,BHTN1023,Karavalli,0,0,30,,,New Visthar
P10,South Tamilnadu,Cheranadu (Coimbatore ),Gobichettipalayam,Sathiyamangalam,BHTN0811,Hasanur,0,0,30,,,New Visthar
P10,South Tamilnadu,Cheranadu (Coimbatore ),Gobichettipalayam,Sathiyamangalam,BHTN0812,Kadambur,0,0,30,,,New Visthar
P10,South Tamilnadu,Cheranadu (Coimbatore ),Gobichettipalayam,Sathiyamangalam,BHTN0813,Sathiyamangalam,0,0,30,,,New Visthar
P10,South Tamilnadu,Cheranadu (Coimbatore ),Pollachi,Pollachi,BHTN2111,Valparai,0,0,30,,,New Visthar
P10,South Tamilnadu,Cheranadu (Coimbatore ),Pollachi,Pollachi,BHTN2112,Anamalai,0,0,30,,,New Visthar
P10,South Tamilnadu,Cheranadu (Coimbatore ),Pollachi,Pollachi,BHTN2113,Pollachi,0,0,30,,,New Visthar
P10,Kerala Up,Kerala Up,Idukki,Peerumedu,BHKR0411,Vandiperiyar,0,0,30,,,New Visthar
P10,Kerala Up,Kerala Up,Idukki,Peerumedu,BHKR0412,Upputhara,10,20,30,,,
P10,Kerala Up,Kerala Up,Idukki,Munnar,BHKR0421,Marayur,20,10,30,,,
P10,Kerala Up,Kerala Up,Idukki,Munnar,BHKR0422,Munnar,23,7,30,,,
P10,Kerala Up,Kerala Up,Idukki,Munnar,BHKR0423,Vattavada,0,0,30,,,New Visthar
P10,Kerala Up,Kerala Up,Palakkad,Attappadi,BHKR0311,Agali,9,21,30,,,
P10,Kerala Up,Kerala Up,Palakkad,Attappadi,BHKR0312,Chithoor,7,23,30,,,
P10,Kerala Up,Kerala Up,Palakkad,Attappadi,BHKR0313,Puthur ,0,0,30,,,New Visthar
P10,Kerala Up,Kerala Up,Wayanad,S Bathery,BHKR0212,Nenmeni,19,11,30,,,
P10,Kerala Up,Kerala Up,Wayanad,S Bathery,BHKR0214,Pulpally,16,14,30,,,
P10,Kerala Up,Kerala Up,Wayanad,S Bathery,BHKR0215,Mullankolli,0,0,30,,,New Visthar
P10,Kerala Up,Kerala Up,Wayanad,Mananthavady,BHKR0222,Mananthavady,6,24,30,,,
P10,Kerala Up,Kerala Up,Wayanad,Mananthavady,BHKR0226,Niravilpuzha,3,27,30,,,
P10,Kerala Up,Kerala Up,Wayanad,Kalpatta,BHKR0231,Meenangady,25,5,30,,,
P10,Kerala Up,Kerala Up,Wayanad,Kalpatta,BHKR0232,Meppadi,4,26,30,,,
P10,Kerala Up,Kerala Up,Wayanad,Kalpatta,BHKR0233,Vythiri,0,0,30,,,New Visthar
P10,Kerala Up,Kerala Up,Wayanad,Kalpatta,BHKR0233,Vythiri,0,0,30,,,New Visthar
